Beneficiario;Zona concurrencia;X;Y;Municipio;;
ORANGE ESPAGNE S.A.;Lugo;-7,22837753;43,42072864;Lourenzá;;
ORANGE ESPAGNE S.A.;Lugo;-7,30537221;43,47214774;Lourenzá;;
ORANGE ESPAGNE S.A.;Lugo;-7,84368586;42,49863456;Carballedo;;
ORANGE ESPAGNE S.A.;Lugo;-7,72715323;42,53301868;Carballedo;;
ORANGE ESPAGNE S.A.;Lugo;-7,43569516;43,55123066;Valadouro, O;;
ORANGE ESPAGNE S.A.;Lugo;-7,42350223;43,59013804;Valadouro, O;;
ORANGE ESPAGNE S.A.;Lugo;-7,55134913;43,49849995;Valadouro, O;;
ORANGE ESPAGNE S.A.;Lugo;-7,8976967;42,78105563;Antas de Ulla;;
ORANGE ESPAGNE S.A.;Lugo;-7,94744002;42,81427766;Antas de Ulla;;
ORANGE ESPAGNE S.A.;Lugo;-7,95135886;42,77737153;Antas de Ulla;;
ORANGE ESPAGNE S.A.;Lugo;-7,77045584;43,39544284;Xermade;;
ORANGE ESPAGNE S.A.;Lugo;-7,82555398;43,36122981;Xermade;;
ORANGE ESPAGNE S.A.;Lugo;-7,25064317;43,22153836;Meira;;
ORANGE ESPAGNE S.A.;Lugo;-7,58949585;42,73789307;Paradela;;
ORANGE ESPAGNE S.A.;Lugo;-7,58177205;42,69028385;Paradela;;
ORANGE ESPAGNE S.A.;Lugo;-7,57326548;42,76793023;Paradela;;
ORANGE ESPAGNE S.A.;Lugo;-7,53580185;42,77616516;Paradela;;
ORANGE ESPAGNE S.A.;Lugo;-7,59800393;42,7931365;Paradela;;
ORANGE ESPAGNE S.A.;Lugo;-7,64189995;43,73051653;Vicedo, O;;
ORANGE ESPAGNE S.A.;Lugo;-7,66790688;43,72276844;Vicedo, O;;
ORANGE ESPAGNE S.A.;Lugo;-7,66948844;43,73742385;Vicedo, O;;
ORANGE ESPAGNE S.A.;Lugo;-7,62888362;43,71391291;Vicedo, O;;
ORANGE ESPAGNE S.A.;Lugo;-7,68340533;43,66838553;Vicedo, O;;
ORANGE ESPAGNE S.A.;Lugo;-7,33987262;43,2005971;Pol;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Lugo;-7,383351561;43,15055534;Castro de Rei;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Lugo;-7,125810925;42,71200957;Pedrafita do Cebreiro;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Lugo;-7,657540934;43,56527239;Ourol;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Lugo;-7,119252393;42,76153203;Nogais, As;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Lugo;-7,714351353;42,4530459;Pantón;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Lugo;-7,078695353;42,9360263;Becerreá;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Lugo;-7,413694336;43,42827339;Mondoñedo;;
ORANGE ESPAGNE S.A.;Lugo;-7,35799705;42,59050823;Pobra do Brollón, A;;
ORANGE ESPAGNE S.A.;Lugo;-7,41068776;42,53656359;Pobra do Brollón, A;;
ORANGE ESPAGNE S.A.;Lugo;-7,37990925;42,54323034;Pobra do Brollón, A;;
ORANGE ESPAGNE S.A.;Lugo;-7,34757645;42,51290207;Pobra do Brollón, A;;
ORANGE ESPAGNE S.A.;Lugo;-7,41149661;43,5237283;Alfoz;;
ORANGE ESPAGNE S.A.;Lugo;-7,42889918;43,49937125;Alfoz;;
ORANGE ESPAGNE S.A.;Lugo;-7,73322481;42,84116639;Alfoz;;
ORANGE ESPAGNE S.A.;Lugo;-7,62867385;43,11999241;Rábade;;
ORANGE ESPAGNE S.A.;Lugo;-7,32419449;42,67860281;Incio, O;;
ORANGE ESPAGNE S.A.;Lugo;-7,37589586;42,65365858;Incio, O;;
ORANGE ESPAGNE S.A.;Lugo;-7,46236366;42,70457545;Incio, O;;
ORANGE ESPAGNE S.A.;Lugo;-7,35692201;42,7014633;Incio, O;;
ORANGE ESPAGNE S.A.;Lugo;-7,47094396;42,66280609;Bóveda;;
ORANGE ESPAGNE S.A.;Lugo;-7,47523636;42,62709499;Bóveda;;
ORANGE ESPAGNE S.A.;Lugo;-7,46558116;42,6282032;Bóveda;;
ORANGE ESPAGNE S.A.;Lugo;-7,47913705;42,64479043;Bóveda;;
ORANGE ESPAGNE S.A.;Lugo;-7,62587693;42,80288927;Portomarín;;
ORANGE ESPAGNE S.A.;Lugo;-7,75540863;42,82015638;Portomarín;;
ORANGE ESPAGNE S.A.;Lugo;-7,49839902;42,80758075;Páramo, O;;
ORANGE ESPAGNE S.A.;Lugo;-6,90744;42,81733288;Cervantes;;
ORANGE ESPAGNE S.A.;Lugo;-6,969207;42,77257245;Cervantes;;
ORANGE ESPAGNE S.A.;Lugo;-7,04266084;42,83326486;Cervantes;;
ORANGE ESPAGNE S.A.;Lugo;-7,31699996;42,72855081;Samos;;
ORANGE ESPAGNE S.A.;Lugo;-7,27494452;42,74255266;Samos;;
ORANGE ESPAGNE S.A.;Lugo;-7,27629792;42,69715065;Samos;;
ORANGE ESPAGNE S.A.;Lugo;-7,25678892;42,68156456;Samos;;
ORANGE ESPAGNE S.A.;Lugo;-7,26800338;43,35981211;Riotorto;;
ORANGE ESPAGNE S.A.;Lugo;-7,28422208;43,31083836;Riotorto;;
ORANGE ESPAGNE S.A.;Lugo;-7,26928821;43,38262076;Riotorto;;
ORANGE ESPAGNE S.A.;Lugo;-7,23565827;43,26388488;Riotorto;;
ORANGE ESPAGNE S.A.;Lugo;-7,25357754;43,08484031;Baleira;;
ORANGE ESPAGNE S.A.;Lugo;-7,19384847;43,00837518;Baleira;;
ORANGE ESPAGNE S.A.;Lugo;-7,27935624;43,02861319;Baleira;;
ORANGE ESPAGNE S.A.;Lugo;-7,2327046;43,01358561;Baleira;;
ORANGE ESPAGNE S.A.;Lugo;-7,11530822;43,43393912;Trabada;;
ORANGE ESPAGNE S.A.;Lugo;-7,50590398;42,91251216;Corgo, O;;
ORANGE ESPAGNE S.A.;Lugo;-7,58616028;42,9059999;Guntín;;
ORANGE ESPAGNE S.A.;Lugo;-7,69045416;42,7453219;Taboada;;
ORANGE ESPAGNE S.A.;Lugo;-7,86437601;42,59065077;Chantada;;
ORANGE ESPAGNE S.A.;Lugo;-7,77660313;43,14102838;Guitiriz;;
ORANGE ESPAGNE S.A.;Lugo;-7,65690261;42,85531381;Portomarín;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,58654162;40,77034367;Vellón, El;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,485782089;40,53805323;Ajalvir;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,670807387;41,00599282;Villavieja del Lozoya;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,937281648;40,24585871;Batres;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-4,377800707;40,39038697;San Martín de Valdeiglesias;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,507927495;40,70259344;Valdetorres de Jarama;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,245644485;40,34903668;Villar del Olmo;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,379438656;40,33705324;Campo Real;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,937746902;40,61044674;Hoyo de Manzanares;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-4,267426003;40,57285057;Santa María de la Alameda;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,926312574;40,69827378;Boalo, El;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-4,04865815;40,42160624;Quijorna;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,612615725;40,86248177;Cabrera, La;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,586096119;40,739861;Molar, El;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,579616785;40,7288582;Molar, El;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,592246383;40,88024456;Berrueco, El;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,129985693;40,09592375;Fuentidueña de Tajo;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,623313476;40,80241935;Venturada;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-4,003990171;40,71533502;Navacerrada;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,287804526;40,16970687;Villarejo de Salvanés;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,3809023;40,61745436;Fresno de Torote;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,782988149;40,74494515;Soto del Real;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-4,171489217;40,54061254;Zarzalejo;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,255976212;40,49957479;Santos de la Humosa, Los;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-4,206733155;40,38287571;Chapinería;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,76861437;40,81123598;Miraflores de la Sierra;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,115774923;40,22500963;Brea de Tajo;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,489234487;40,10493713;Villaconejos;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-4,200960101;40,32311653;Aldea del Fresno;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-4,287744239;40,51048452;Valdemaqueda;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,668481358;40,86623431;Valdemanco;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,775826342;40,94771762;Lozoya;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-4,106445042;40,34697817;Villanueva de Perales;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,271081574;40,45835102;Anchuelo;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,479726513;40,51681745;Ajalvir;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-4,101230175;40,43023438;Navalagamella;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,893686766;40,21103143;Serranillos del Valle;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-4,012715571;40,35854861;Sevilla la Nueva;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,471246664;40,53644677;Ajalvir;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,446217198;40,07379342;Colmenar de Oreja;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,475674583;40,24169445;Morata de Tajuña;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-4,031602671;40,69483147;Collado Mediano;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,437487875;40,43108407;Loeches;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-4,013290463;40,55229726;Colmenarejo;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,614310426;41,00715453;Buitrago del Lozoya;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,400946077;40,33071926;Campo Real;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,415741154;40,37826269;Loeches;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,297485368;40,41737576;Valverde de Alcalá;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,50090897;40,55555598;Cobeña;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-4,032982494;40,35155855;Sevilla la Nueva;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,778455325;40,76354233;Soto del Real;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,316631216;40,24683364;Tielmes;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,229640398;40,47689133;Santorcaz;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-4,310780299;40,2849244;Villa del Prado;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,877283629;40,19656184;Serranillos del Valle;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-4,202334379;40,31698516;Aldea del Fresno;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,863960348;40,2825473;Moraleja de Enmedio;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,305334593;40,23427786;Tielmes;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,152194874;40,09652737;Fuentidueña de Tajo;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,59578455;40,72394727;Molar, El;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-4,183460085;40,55252609;Zarzalejo;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-4,17416049;40,49137091;Fresnedillas de la Oliva;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-4,285527452;40,52851746;Valdemaqueda;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-4,236905316;40,50003133;Robledo de Chavela;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,169227128;40,42136441;Pezuela de las Torres;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,801157235;40,20197879;Torrejón de la Calzada;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,769269087;40,18745578;Torrejón de Velasco;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,708037645;40,85453063;Bustarviejo;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,509415334;40,94234717;Robledillo de la Jara;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,46500313;40,7804825;Valdepiélagos;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,505060919;40,57366375;Cobeña;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,751844129;40,76138557;Miraflores de la Sierra;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-4,246280251;40,38474446;Navas del Rey;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-4,123950414;40,47073558;Navalagamella;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,529062594;40,82432117;Torrelaguna;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,996888823;40,22892779;Álamo, El;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,621312115;40,84077006;Cabanillas de la Sierra;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,621331742;40,73733446;Pedrezuela;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-4,2765775;40,24771226;Villa del Prado;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,754426632;40,89947634;Canencia;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,612815243;40,85709369;Cabrera, La;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,481673593;40,50847607;Ajalvir;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,341027332;40,23496201;Perales de Tajuña;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,622756752;40,93166544;Lozoyuela-Navas-Sieteiglesias;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,614787162;40,9214748;Lozoyuela-Navas-Sieteiglesias;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-4,04492769;40,53993475;Colmenarejo;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-4,410473122;40,28926532;Cadalso de los Vidrios;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,622592095;40,96472658;Puentes Viejas;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,625346431;40,82197471;Cabanillas de la Sierra;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,112682669;40,18892072;Estremera;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,532695489;40,61689904;Fuente el Saz de Jarama;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,583645485;40,69795636;Molar, El;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,547693957;40,83021583;Torrelaguna;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-4,248287764;40,31412;Aldea del Fresno;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,599159277;40,87687576;Cabrera, La;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,470426775;40,13734135;Chinchón;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,218605301;40,36994731;Olmeda de las Fuentes;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-4,308429119;40,36485103;Pelayos de la Presa;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,618397548;41,04110232;Serna del Monte, La;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,344454887;40,21540141;Perales de Tajuña;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,205866692;40,14694324;Villarejo de Salvanés;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,523634082;40,97522665;Berzosa del Lozoya;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-4,533902975;40,27985683;Rozas de Puerto Real;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,878918055;40,74097755;Manzanares el Real;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,584212035;40,96580792;Puentes Viejas;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-4,202047889;40,41751852;Colmenar del Arroyo;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-4,46739401;40,26121534;Cenicientos;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-4,130411655;40,34659324;Villamantilla;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,390953629;40,65841069;Ribatejada;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,339082932;40,13019635;Belmonte de Tajo;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,875034626;40,2591933;Moraleja de Enmedio;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-4,216777877;40,38132902;Chapinería;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,601778662;40,79254326;Venturada;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,262994915;40,42616218;Corpa;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,34443053;40,6243435;Valdeavero;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-4,205711236;40,57360136;Santa María de la Alameda;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,316220758;40,28494438;Valdilecha;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,468807842;40,61001404;Valdeolmos-Alalpardo;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,247964389;40,50637604;Santos de la Humosa, Los;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,422551255;40,14025583;Chinchón;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,285747543;40,36214308;Pozuelo del Rey;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,511986376;40,64673962;Fuente el Saz de Jarama;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-4,159244371;40,30651512;Villamanta;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-4,398543437;40,33600405;San Martín de Valdeiglesias;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,47894942;40,24428465;Morata de Tajuña;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,570050269;40,13991199;Titulcia;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,584092124;40,73688031;Molar, El;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-4,071203576;40,76563734;Cercedilla;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,535122501;40,9907581;Puentes Viejas;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,281596114;40,46820882;Anchuelo;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,773511226;40,7755028;Miraflores de la Sierra;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,750241155;40,18554454;Torrejón de Velasco;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,506262438;40,79527201;Torrelaguna;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-4,365957151;40,31615058;San Martín de Valdeiglesias;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Madrid;-3,410076855;40,39996796;Loeches;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,04240155;36,7773393;Algarrobo;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,825662502;36,58446927;Monda;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,918103574;36,73812113;Yunquera;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,824733857;36,62997561;Monda;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,831324848;36,65234545;Guaro;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,839655709;36,5331101;Ojén;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-5,220296031;36,37862222;Casares;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,81608931;36,58994267;Ojén;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,552091129;36,91792917;Villanueva de la Concepción;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,430779737;36,90024419;Casabermeja;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-5,140724522;36,78656275;Arriate;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-5,320667105;36,52120217;Gaucín;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,947122888;36,57748985;Istán;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,922844773;36,98442956;Teba;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,44089405;37,21669595;Villanueva de Algaidas;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-3,980135013;36,84804528;Canillas de Albaida;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,690763612;37,11531137;Humilladero;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-5,064138989;36,50811809;Benahavís;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,658172035;37,2153851;Alameda;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,858072172;36,73372886;Alozaina;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-5,345621668;36,61971118;Cortes de la Frontera;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,443656444;37,16883743;Villanueva de Algaidas;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-5,269326025;36,4471112;Casares;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,212537054;36,80568076;Almáchar;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-5,273130316;36,44405542;Casares;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,12846538;36,83866197;Viñuela;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,333264477;36,90310933;Colmenar;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-5,273456391;36,65344002;Jimera de Líbar;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,044532907;36,80392186;Arenas;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-3,894247553;36,78887588;Frigiliana;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,114049635;36,89241412;Canillas de Aceituno;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,156324213;36,78733786;Benamocarra;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,276377962;36,91434358;Riogordo;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,714367359;36,76567643;Pizarra;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,237938435;36,77921492;Moclinejo;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-5,296065364;36,81587564;Montecorto;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,249258026;36,84829784;Comares;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,870868308;37,05348926;Campillos;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,44223953;36,88597199;Casabermeja;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-3,970693521;36,83582725;Cómpeta;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,143278573;36,85739606;Viñuela;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,417352125;37,26251534;Cuevas de San Marcos;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,391796966;37,08499241;Archidona;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,326792469;37,00821985;Villanueva del Trabuco;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-5,254813432;36,71449641;Benaoján;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-5,145728032;36,6068331;Pujerra;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,662500985;37,11624293;Mollina;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,846878367;36,87203344;Ardales;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-5,289590719;36,55605252;Benarrabá;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,300107669;37,12733361;Archidona;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,268266113;36,98707338;Alfarnatejo;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,862108309;36,5588112;Ojén;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,683072857;36,91693839;Valle de Abdalajís;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-4,899711919;36,68617433;Tolox;;
TELEFÓNICA MÓVILES ESPAÑA, S.A.;Málaga;-5,244257027;36,74219422;Montejaque;;
